ID	Evidences length	Evidences list	Complete evidences
Q8F864	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F878	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F888	1	PHOBIUS_TM	PHOBIUS_TM
Q8F895	1	PHOBIUS_TM	PHOBIUS_TM
Q8F896	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8A8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8B8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8B9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8C2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8C3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8C4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8C6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8D0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8E7	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8F1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8G9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8H3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8H4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8H8	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8I2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8I5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8I6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8I8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8J2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8J8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8J9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8K5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8L9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8M1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8M3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8N0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8N1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8N5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8P1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8Q3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8Q9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8S2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8T0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8T7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8U0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8U2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8U7	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8V1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8V4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8V6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8V8	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8W7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8X0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8X1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8X4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8Y5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8Z1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F8Z2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8Z5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F8Z9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F901	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F911	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F913	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F914	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F916	1	PHOBIUS_TM	PHOBIUS_TM
Q8F922	1	PHOBIUS_TM	PHOBIUS_TM
Q8F923	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F939	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F944	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F945	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F958	1	PHOBIUS_TM	PHOBIUS_TM
Q8F968	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F977	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F982	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F988	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9A2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9A6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9A7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9B6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9B9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9C2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9C3	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9C4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9C6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9E1	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9E2	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9E5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9E7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9F4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9F5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9F7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9G4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9H4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9I6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9I9	1	GPI	GPI
Q8F9J4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9K9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9M5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9Q6	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9R3	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q8F9R7	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9S0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9T3	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9T4	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9T5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9T8	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9U3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9U4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9U5	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9W0	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9W1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9W7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9X0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9X1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9X2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9X4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9X8	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9Y4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9Y7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9Y8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8F9Y9	1	PHOBIUS_TM	PHOBIUS_TM
Q8F9Z5	1	SL	SL
Q8FA06	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q8FA08	1	PHOBIUS_TM	PHOBIUS_TM
Q8FA10	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8FA19	1	PHOBIUS_TM	PHOBIUS_TM
Q8FA26	1	PHOBIUS_TM	PHOBIUS_TM
