# SignalP-5.0	Organism: euk	Timestamp: 20260406151522
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q8EXL4	SP(Sec/SPI)	0.604903	0.395097	CS pos: 24-25. LDC-KD. Pr: 0.3581
Q8EXL6	SP(Sec/SPI)	0.551313	0.448687	CS pos: 29-30. ARQ-HP. Pr: 0.3316
Q8EXL7	OTHER	0.248888	0.751112	
Q8EXL9	OTHER	0.000433	0.999567	
Q8EXM1	OTHER	0.022782	0.977218	
Q8EXM2	OTHER	0.000802	0.999198	
Q8EXM6	OTHER	0.080386	0.919614	
Q8EXM7	OTHER	0.002636	0.997364	
Q8EXN0	SP(Sec/SPI)	0.986969	0.013031	CS pos: 19-20. VLA-EI. Pr: 0.9314
Q8EXN1	OTHER	0.279683	0.720317	
Q8EXN6	OTHER	0.016803	0.983197	
Q8EXN7	OTHER	0.000362	0.999638	
Q8EXN8	OTHER	0.001612	0.998388	
Q8EXN9	OTHER	0.002138	0.997862	
Q8EXP0	OTHER	0.001009	0.998991	
Q8EXP3	OTHER	0.003310	0.996690	
Q8EXP4	OTHER	0.000828	0.999172	
Q8EXP5	OTHER	0.000289	0.999711	
Q8EXP8	OTHER	0.001852	0.998148	
Q8EXP9	OTHER	0.002728	0.997272	
Q8EXQ0	OTHER	0.000897	0.999103	
Q8EXQ1	OTHER	0.001001	0.998999	
Q8EXQ2	OTHER	0.002748	0.997252	
Q8EXQ5	OTHER	0.001071	0.998929	
Q8EXQ9	OTHER	0.000389	0.999611	
Q8EXR0	OTHER	0.000285	0.999715	
Q8EXR1	OTHER	0.016595	0.983405	
Q8EXR2	OTHER	0.000959	0.999041	
Q8EXR4	OTHER	0.000306	0.999694	
Q8EXR5	OTHER	0.000344	0.999656	
Q8EXR6	OTHER	0.000119	0.999881	
Q8EXR7	SP(Sec/SPI)	0.945389	0.054611	CS pos: 21-22. LFA-DE. Pr: 0.8692
Q8EXR9	OTHER	0.062462	0.937538	
Q8EXS0	OTHER	0.067441	0.932559	
Q8EXS1	SP(Sec/SPI)	0.969290	0.030710	CS pos: 20-21. LYA-HR. Pr: 0.8844
Q8EXS2	OTHER	0.000333	0.999667	
Q8EXS4	OTHER	0.000283	0.999717	
Q8EXS5	OTHER	0.000566	0.999434	
Q8EXS7	OTHER	0.001162	0.998838	
Q8EXS8	OTHER	0.003267	0.996733	
Q8EXT1	SP(Sec/SPI)	0.994636	0.005364	CS pos: 21-22. ASG-HR. Pr: 0.7525
Q8EXT2	OTHER	0.000390	0.999610	
Q8EXT4	OTHER	0.000467	0.999533	
Q8EXT6	OTHER	0.000289	0.999711	
Q8EXT7	OTHER	0.018454	0.981546	
Q8EXT8	OTHER	0.000272	0.999728	
Q8EXT9	OTHER	0.014035	0.985965	
Q8EXU0	SP(Sec/SPI)	0.992039	0.007961	CS pos: 20-21. AES-QD. Pr: 0.5569
Q8EXU2	OTHER	0.002133	0.997867	
Q8EXU4	OTHER	0.001755	0.998245	
Q8EXU5	OTHER	0.002185	0.997815	
Q8EXU7	SP(Sec/SPI)	0.910489	0.089511	CS pos: 22-23. IFS-VE. Pr: 0.6209
Q8EXU8	OTHER	0.001198	0.998802	
Q8EXV0	OTHER	0.003026	0.996974	
Q8EXV2	OTHER	0.000670	0.999330	
Q8EXV3	OTHER	0.002788	0.997212	
Q8EXV4	OTHER	0.001135	0.998865	
Q8EXV8	OTHER	0.000716	0.999284	
Q8EXW0	SP(Sec/SPI)	0.898338	0.101662	CS pos: 17-18. LFS-SP. Pr: 0.5411
Q8EXW1	OTHER	0.001184	0.998816	
Q8EXW3	OTHER	0.000290	0.999710	
Q8EXW4	OTHER	0.004002	0.995998	
Q8EXW5	OTHER	0.005360	0.994640	
Q8EXW6	OTHER	0.000160	0.999840	
Q8EXW7	OTHER	0.000967	0.999033	
Q8EXW8	OTHER	0.000528	0.999472	
Q8EXW9	OTHER	0.002000	0.998000	
Q8EXX0	OTHER	0.000310	0.999690	
Q8EXX2	OTHER	0.000672	0.999328	
Q8EXX7	OTHER	0.000242	0.999758	
Q8EXX9	OTHER	0.000512	0.999488	
Q8EXY0	OTHER	0.000841	0.999159	
Q8EXY1	OTHER	0.005112	0.994888	
Q8EXY3	OTHER	0.000627	0.999373	
Q8EXY4	OTHER	0.001438	0.998562	
Q8EXY5	OTHER	0.000274	0.999726	
Q8EXY6	OTHER	0.001175	0.998825	
Q8EXY7	OTHER	0.038565	0.961435	
Q8EXY8	OTHER	0.000546	0.999454	
Q8EXY9	OTHER	0.128895	0.871105	
Q8EXZ1	OTHER	0.001013	0.998987	
Q8EXZ2	OTHER	0.000200	0.999800	
Q8EXZ4	OTHER	0.000200	0.999800	
Q8EXZ5	OTHER	0.000336	0.999664	
Q8EXZ6	OTHER	0.006370	0.993630	
Q8EXZ7	OTHER	0.012085	0.987915	
Q8EXZ8	OTHER	0.251163	0.748837	
Q8EY00	SP(Sec/SPI)	0.995926	0.004074	CS pos: 18-19. LSA-EE. Pr: 0.6884
Q8EY01	SP(Sec/SPI)	0.939465	0.060535	CS pos: 24-25. LYA-IE. Pr: 0.7217
Q8EY02	OTHER	0.000781	0.999219	
Q8EY03	OTHER	0.018055	0.981945	
Q8EY04	SP(Sec/SPI)	0.956831	0.043169	CS pos: 22-23. LAA-EP. Pr: 0.6880
Q8EY05	OTHER	0.000554	0.999446	
Q8EY06	OTHER	0.000292	0.999708	
Q8EY07	OTHER	0.009310	0.990690	
Q8EY09	OTHER	0.000760	0.999240	
Q8EY10	SP(Sec/SPI)	0.996829	0.003171	CS pos: 18-19. CNS-TP. Pr: 0.7481
Q8EY12	OTHER	0.001659	0.998341	
Q8EY13	OTHER	0.302950	0.697050	
Q8EY14	OTHER	0.000908	0.999092	
Q8EY15	OTHER	0.000747	0.999253	
Q8EY16	OTHER	0.003238	0.996762	
Q8EY17	OTHER	0.000589	0.999411	
Q8EY18	OTHER	0.418290	0.581710	
Q8EY20	OTHER	0.088260	0.911740	
Q8EY23	OTHER	0.000322	0.999678	
Q8EY25	OTHER	0.000449	0.999551	
Q8EY27	SP(Sec/SPI)	0.516376	0.483624	CS pos: 24-25. ITS-ET. Pr: 0.2585
Q8EY29	OTHER	0.002073	0.997927	
Q8EY30	OTHER	0.000476	0.999524	
Q8EY31	OTHER	0.000302	0.999698	
Q8EY32	OTHER	0.192600	0.807400	
Q8EY34	OTHER	0.000741	0.999259	
Q8EY35	OTHER	0.000760	0.999240	
Q8EY39	OTHER	0.255712	0.744288	
Q8EY47	OTHER	0.002497	0.997503	
Q8EY50	OTHER	0.000414	0.999586	
Q8EY56	OTHER	0.000369	0.999631	
Q8EY57	OTHER	0.001818	0.998182	
Q8EY63	OTHER	0.021488	0.978512	
Q8EY68	OTHER	0.131512	0.868488	
Q8EY70	OTHER	0.000797	0.999203	
Q8EY72	OTHER	0.003790	0.996210	
Q8EY74	OTHER	0.000381	0.999619	
Q8EY75	OTHER	0.000512	0.999488	
Q8EY76	OTHER	0.001033	0.998967	
Q8EY77	OTHER	0.001936	0.998064	
Q8EY80	OTHER	0.019908	0.980092	
Q8EY81	SP(Sec/SPI)	0.850801	0.149199	CS pos: 21-22. LFS-QS. Pr: 0.3426
Q8EY82	SP(Sec/SPI)	0.730986	0.269014	CS pos: 26-27. LFS-QE. Pr: 0.5857
Q8EY87	OTHER	0.000315	0.999685	
Q8EY89	OTHER	0.000585	0.999415	
Q8EY90	OTHER	0.002576	0.997424	
Q8EY91	OTHER	0.000441	0.999559	
Q8EY92	OTHER	0.033944	0.966056	
Q8EY95	OTHER	0.000503	0.999497	
Q8EY96	SP(Sec/SPI)	0.519768	0.480232	CS pos: 23-24. ALG-AF. Pr: 0.1830
Q8EY97	SP(Sec/SPI)	0.850576	0.149424	CS pos: 24-25. ILA-IG. Pr: 0.5297
Q8EY98	SP(Sec/SPI)	0.977161	0.022839	CS pos: 20-21. TNC-IY. Pr: 0.6799
Q8EYA1	OTHER	0.000102	0.999898	
Q8EYA2	OTHER	0.000621	0.999379	
Q8EYA4	OTHER	0.006445	0.993555	
Q8EYA5	OTHER	0.381241	0.618759	
Q8EYA6	OTHER	0.000147	0.999853	
Q8EYA7	OTHER	0.001282	0.998718	
Q8EYA8	OTHER	0.000308	0.999692	
Q8EYB1	SP(Sec/SPI)	0.885826	0.114174	CS pos: 22-23. CFA-GI. Pr: 0.7924
Q8EYB2	OTHER	0.000464	0.999536	
Q8EYB6	OTHER	0.002281	0.997719	
Q8EYB7	OTHER	0.001960	0.998040	
Q8EYB8	OTHER	0.003167	0.996833	
Q8EYB9	OTHER	0.001647	0.998353	
Q8EYC2	OTHER	0.000294	0.999706	
Q8EYC3	SP(Sec/SPI)	0.989471	0.010529	CS pos: 22-23. LSG-QL. Pr: 0.3453
Q8EYC4	SP(Sec/SPI)	0.814211	0.185789	CS pos: 25-26. IQA-QT. Pr: 0.7513
Q8EYC5	SP(Sec/SPI)	0.961969	0.038031	CS pos: 20-21. GCS-FN. Pr: 0.3542
Q8EYC7	OTHER	0.029207	0.970793	
Q8EYC8	OTHER	0.001877	0.998123	
Q8EYC9	OTHER	0.000512	0.999488	
Q8EYD0	OTHER	0.000547	0.999453	
Q8EYD1	SP(Sec/SPI)	0.739433	0.260567	CS pos: 20-21. LWG-TN. Pr: 0.6034
Q8EYD4	OTHER	0.000436	0.999564	
Q8EYD6	OTHER	0.000667	0.999333	
Q8EYD7	OTHER	0.000376	0.999624	
Q8EYD8	OTHER	0.003459	0.996541	
Q8EYD9	OTHER	0.001126	0.998874	
Q8EYE0	OTHER	0.014453	0.985547	
Q8EYE1	OTHER	0.008558	0.991442	
Q8EYE2	OTHER	0.139654	0.860346	
Q8EYE3	OTHER	0.354587	0.645413	
Q8EYE4	SP(Sec/SPI)	0.813956	0.186044	CS pos: 29-30. LLS-QT. Pr: 0.1767
Q8EYE6	OTHER	0.003671	0.996329	
Q8EYE8	SP(Sec/SPI)	0.922016	0.077984	CS pos: 27-28. VFA-HP. Pr: 0.8311
Q8EYE9	OTHER	0.142041	0.857959	
Q8EYF3	OTHER	0.481300	0.518700	
Q8EYF4	OTHER	0.409196	0.590804	
Q8EYF5	OTHER	0.001610	0.998390	
Q8EYF7	OTHER	0.000507	0.999493	
Q8EYF8	OTHER	0.000844	0.999156	
Q8EYF9	OTHER	0.000507	0.999493	
Q8EYG3	OTHER	0.001314	0.998686	
Q8EYG4	OTHER	0.004775	0.995225	
Q8EYG7	OTHER	0.001962	0.998038	
Q8EYG8	SP(Sec/SPI)	0.740911	0.259089	CS pos: 27-28. AES-AK. Pr: 0.3844
Q8EYH0	OTHER	0.001931	0.998069	
Q8EYH1	OTHER	0.000293	0.999707	
Q8EYH5	SP(Sec/SPI)	0.995209	0.004791	CS pos: 22-23. AFA-QK. Pr: 0.8040
Q8EYH7	OTHER	0.000412	0.999588	
Q8EYH8	OTHER	0.009753	0.990247	
Q8EYH9	OTHER	0.000582	0.999418	
Q8EYI1	SP(Sec/SPI)	0.933079	0.066921	CS pos: 22-23. GHS-FG. Pr: 0.5078
Q8EYI2	OTHER	0.000276	0.999724	
Q8EYI3	OTHER	0.001835	0.998165	
Q8EYI4	OTHER	0.000776	0.999224	
Q8EYI5	OTHER	0.009609	0.990391	
Q8EYI6	OTHER	0.039279	0.960721	
Q8EYI7	SP(Sec/SPI)	0.588133	0.411867	CS pos: 33-34. VGA-EN. Pr: 0.4802
Q8EYI8	OTHER	0.001291	0.998709	
Q8EYJ0	OTHER	0.000812	0.999188	
Q8EYJ8	OTHER	0.000299	0.999701	
Q8EYJ9	SP(Sec/SPI)	0.763609	0.236391	CS pos: 27-28. INS-SQ. Pr: 0.6646
Q8EYK0	OTHER	0.000268	0.999732	
Q8EYK1	OTHER	0.000970	0.999030	
Q8EYK3	OTHER	0.004611	0.995389	
Q8EYK4	SP(Sec/SPI)	0.771794	0.228206	CS pos: 32-33. VKG-QE. Pr: 0.4989
Q8EYK5	OTHER	0.001728	0.998272	
Q8EYK6	SP(Sec/SPI)	0.911350	0.088650	CS pos: 25-26. VSS-EN. Pr: 0.6857
Q8EYL0	OTHER	0.204629	0.795371	
Q8EYL1	SP(Sec/SPI)	0.977689	0.022311	CS pos: 25-26. SQS-KE. Pr: 0.5419
Q8EYL3	OTHER	0.054601	0.945399	
Q8EYL4	OTHER	0.003894	0.996106	
Q8EYL5	SP(Sec/SPI)	0.962162	0.037838	CS pos: 19-20. VGC-SF. Pr: 0.6775
Q8EYL7	SP(Sec/SPI)	0.963052	0.036948	CS pos: 17-18. GSS-DL. Pr: 0.4293
Q8EYL8	OTHER	0.002589	0.997411	
Q8EYM2	OTHER	0.000244	0.999756	
Q8EYM4	OTHER	0.000347	0.999653	
Q8EYM5	OTHER	0.000704	0.999296	
Q8EYM6	OTHER	0.000350	0.999650	
Q8EYM8	OTHER	0.003214	0.996786	
Q8EYM9	OTHER	0.000344	0.999656	
Q8EYN0	SP(Sec/SPI)	0.627293	0.372707	CS pos: 21-22. SIS-QV. Pr: 0.3354
Q8EYN1	SP(Sec/SPI)	0.969343	0.030657	CS pos: 20-21. VLG-CK. Pr: 0.5650
Q8EYN2	OTHER	0.000795	0.999205	
Q8EYN3	OTHER	0.000931	0.999069	
Q8EYN4	OTHER	0.004910	0.995090	
Q8EYN5	OTHER	0.002063	0.997937	
Q8EYN6	OTHER	0.004442	0.995558	
Q8EYN7	OTHER	0.000650	0.999350	
Q8EYN9	OTHER	0.000745	0.999255	
Q8EYP0	OTHER	0.000523	0.999477	
Q8EYP1	OTHER	0.001694	0.998306	
Q8EYP3	OTHER	0.000363	0.999637	
Q8EYP9	OTHER	0.000866	0.999134	
Q8EYQ2	OTHER	0.343880	0.656120	
Q8EYQ3	OTHER	0.000203	0.999797	
Q8EYQ4	OTHER	0.000624	0.999376	
Q8EYQ5	OTHER	0.000947	0.999053	
Q8EYQ6	OTHER	0.000527	0.999473	
Q8EYQ7	OTHER	0.001292	0.998708	
Q8EYQ8	OTHER	0.002653	0.997347	
Q8EYQ9	OTHER	0.052876	0.947124	
Q8EYR0	SP(Sec/SPI)	0.772569	0.227431	CS pos: 17-18. VLS-FF. Pr: 0.4482
Q8EYR1	OTHER	0.001070	0.998930	
Q8EYR2	OTHER	0.368652	0.631348	
Q8EYR4	OTHER	0.000824	0.999176	
Q8EYR5	OTHER	0.000844	0.999156	
Q8EYR7	OTHER	0.000569	0.999431	
Q8EYR8	SP(Sec/SPI)	0.994446	0.005554	CS pos: 19-20. IFA-QS. Pr: 0.5480
Q8EYR9	OTHER	0.002977	0.997023	
Q8EYS0	SP(Sec/SPI)	0.922155	0.077845	CS pos: 22-23. SAC-ST. Pr: 0.2466
Q8EYS1	OTHER	0.396093	0.603907	
Q8EYS3	OTHER	0.012503	0.987497	
Q8EYS4	OTHER	0.000560	0.999440	
Q8EYS5	OTHER	0.005845	0.994155	
Q8EYS6	OTHER	0.003966	0.996034	
Q8EYS8	SP(Sec/SPI)	0.848355	0.151645	CS pos: 26-27. CGG-EN. Pr: 0.6409
Q8EYT0	OTHER	0.001417	0.998583	
Q8EYT2	SP(Sec/SPI)	0.918441	0.081559	CS pos: 22-23. INA-QK. Pr: 0.8625
Q8EYT3	OTHER	0.040975	0.959025	
Q8EYT4	OTHER	0.026474	0.973526	
Q8EYT5	SP(Sec/SPI)	0.969489	0.030511	CS pos: 26-27. TSG-CE. Pr: 0.4527
Q8EYT9	OTHER	0.091025	0.908975	
Q8EYU0	OTHER	0.165857	0.834143	
Q8EYU1	OTHER	0.000243	0.999757	
Q8EYU2	OTHER	0.000191	0.999809	
Q8EYU3	OTHER	0.000157	0.999843	
Q8EYU6	OTHER	0.001142	0.998858	
Q8EYU8	OTHER	0.002359	0.997641	
Q8EYU9	OTHER	0.002668	0.997332	
Q8EYV0	OTHER	0.000916	0.999084	
Q8EYV3	OTHER	0.001748	0.998252	
Q8EYV4	OTHER	0.001010	0.998990	
Q8EYV5	OTHER	0.027949	0.972051	
Q8EYV6	SP(Sec/SPI)	0.657570	0.342430	CS pos: 27-28. TSS-ET. Pr: 0.4083
Q8EYV7	OTHER	0.000415	0.999585	
Q8EYW3	SP(Sec/SPI)	0.985958	0.014042	CS pos: 27-28. AFA-DT. Pr: 0.8952
Q8EYW4	OTHER	0.000868	0.999132	
Q8EYW5	OTHER	0.000553	0.999447	
Q8EYW6	OTHER	0.000086	0.999914	
Q8EYW7	OTHER	0.000637	0.999363	
Q8EYX0	OTHER	0.000787	0.999213	
Q8EYX1	OTHER	0.027826	0.972174	
Q8EYX4	OTHER	0.001764	0.998236	
Q8EYX5	OTHER	0.002711	0.997289	
Q8EYX6	OTHER	0.463581	0.536419	
Q8EYX7	OTHER	0.001587	0.998413	
Q8EYX8	SP(Sec/SPI)	0.963159	0.036841	CS pos: 23-24. CSS-LQ. Pr: 0.6707
Q8EYX9	SP(Sec/SPI)	0.559017	0.440983	CS pos: 28-29. IGC-YQ. Pr: 0.2578
Q8EYY0	OTHER	0.014641	0.985359	
Q8EYY1	SP(Sec/SPI)	0.996931	0.003069	CS pos: 20-21. LFA-ES. Pr: 0.5119
Q8EYY2	OTHER	0.000348	0.999652	
Q8EYY6	OTHER	0.000680	0.999320	
Q8EYY9	SP(Sec/SPI)	0.959300	0.040700	CS pos: 26-27. SSG-ND. Pr: 0.6754
Q8EYZ1	SP(Sec/SPI)	0.616964	0.383036	CS pos: 35-36. LKA-DD. Pr: 0.4423
Q8EYZ2	OTHER	0.000240	0.999760	
Q8EYZ3	OTHER	0.000774	0.999226	
Q8EYZ5	OTHER	0.251949	0.748051	
Q8EYZ6	OTHER	0.001000	0.999000	
Q8EYZ7	OTHER	0.000763	0.999237	
Q8EYZ9	OTHER	0.175557	0.824443	
Q8EZ02	SP(Sec/SPI)	0.824805	0.175195	CS pos: 26-27. LIG-QK. Pr: 0.5542
Q8EZ05	OTHER	0.001108	0.998892	
Q8EZ06	OTHER	0.007968	0.992032	
Q8EZ08	OTHER	0.000663	0.999337	
Q8EZ09	OTHER	0.001277	0.998723	
Q8EZ10	SP(Sec/SPI)	0.603823	0.396177	CS pos: 26-27. AQT-QD. Pr: 0.2536
Q8EZ15	SP(Sec/SPI)	0.964186	0.035814	CS pos: 25-26. INA-KK. Pr: 0.9271
Q8EZ17	OTHER	0.000786	0.999214	
Q8EZ19	OTHER	0.002095	0.997905	
Q8EZ22	OTHER	0.017351	0.982649	
Q8EZ27	OTHER	0.121404	0.878596	
Q8EZ29	OTHER	0.415183	0.584817	
Q8EZ31	OTHER	0.016579	0.983421	
Q8EZ34	OTHER	0.044140	0.955860	
Q8EZ35	OTHER	0.001694	0.998306	
Q8EZ36	SP(Sec/SPI)	0.971579	0.028421	CS pos: 19-20. LGA-AP. Pr: 0.4796
Q8EZ38	OTHER	0.000300	0.999700	
Q8EZ39	OTHER	0.001423	0.998577	
Q8EZ41	OTHER	0.001543	0.998457	
Q8EZ42	OTHER	0.000634	0.999366	
Q8EZ44	OTHER	0.035259	0.964741	
Q8EZ46	OTHER	0.001007	0.998993	
Q8EZ48	OTHER	0.020568	0.979432	
Q8EZ50	SP(Sec/SPI)	0.981837	0.018163	CS pos: 23-24. LNA-YQ. Pr: 0.7207
Q8EZ51	OTHER	0.000536	0.999464	
Q8EZ52	OTHER	0.000542	0.999458	
Q8EZ54	OTHER	0.017061	0.982939	
Q8EZ56	OTHER	0.000222	0.999778	
Q8EZ59	OTHER	0.000461	0.999539	
Q8EZ64	OTHER	0.000538	0.999462	
Q8EZ65	OTHER	0.000222	0.999778	
Q8EZ67	OTHER	0.000562	0.999438	
Q8EZ68	OTHER	0.003472	0.996528	
Q8EZ70	OTHER	0.208840	0.791160	
Q8EZ71	OTHER	0.002726	0.997274	
Q8EZ72	SP(Sec/SPI)	0.517520	0.482480	CS pos: 28-29. VLS-KE. Pr: 0.3213
Q8EZ74	OTHER	0.005241	0.994759	
Q8EZ76	OTHER	0.000572	0.999428	
Q8EZ78	OTHER	0.002431	0.997569	
Q8EZ79	OTHER	0.000792	0.999208	
Q8EZ80	OTHER	0.003132	0.996868	
Q8EZ82	OTHER	0.000282	0.999718	
Q8EZ83	OTHER	0.002505	0.997495	
Q8EZ84	OTHER	0.001944	0.998056	
Q8EZ85	OTHER	0.000274	0.999726	
Q8EZ86	OTHER	0.001048	0.998952	
Q8EZ90	OTHER	0.000339	0.999661	
Q8EZ94	OTHER	0.027470	0.972530	
Q8EZ95	SP(Sec/SPI)	0.995338	0.004662	CS pos: 22-23. VLA-QQ. Pr: 0.9369
Q8EZ96	OTHER	0.007699	0.992301	
Q8EZ99	OTHER	0.000753	0.999247	
Q8EZA0	OTHER	0.001800	0.998200	
Q8EZA1	OTHER	0.000900	0.999100	
Q8EZA3	OTHER	0.000758	0.999242	
Q8EZA5	OTHER	0.000510	0.999490	
Q8EZA6	OTHER	0.001645	0.998355	
Q8EZA8	SP(Sec/SPI)	0.991033	0.008967	CS pos: 19-20. IFS-QT. Pr: 0.8401
Q8EZA9	SP(Sec/SPI)	0.974218	0.025782	CS pos: 25-26. TAG-FS. Pr: 0.4950
Q8EZB1	OTHER	0.497054	0.502946	
Q8EZB2	OTHER	0.000321	0.999679	
Q8EZB3	OTHER	0.000808	0.999192	
Q8EZB5	OTHER	0.001634	0.998366	
Q8EZB7	SP(Sec/SPI)	0.962562	0.037438	CS pos: 24-25. IST-QT. Pr: 0.4082
Q8EZB8	SP(Sec/SPI)	0.820147	0.179853	CS pos: 22-23. VSA-EF. Pr: 0.6281
Q8EZB9	OTHER	0.025801	0.974199	
Q8EZC0	OTHER	0.000626	0.999374	
Q8EZC1	OTHER	0.000805	0.999195	
Q8EZC2	OTHER	0.044524	0.955476	
Q8EZC6	OTHER	0.000642	0.999358	
Q8EZC7	OTHER	0.000878	0.999122	
Q8EZC8	OTHER	0.272814	0.727186	
Q8EZD0	OTHER	0.012204	0.987796	
Q8EZD1	SP(Sec/SPI)	0.934838	0.065162	CS pos: 22-23. LDA-QS. Pr: 0.7138
Q8EZD2	SP(Sec/SPI)	0.996434	0.003566	CS pos: 21-22. SYA-SE. Pr: 0.9716
Q8EZD7	OTHER	0.001123	0.998877	
Q8EZD8	OTHER	0.000445	0.999555	
Q8EZD9	OTHER	0.001410	0.998590	
Q8EZE1	OTHER	0.338761	0.661239	
Q8EZE2	SP(Sec/SPI)	0.828363	0.171637	CS pos: 21-22. LFS-SD. Pr: 0.2626
Q8EZE3	OTHER	0.000699	0.999301	
Q8EZE4	OTHER	0.004229	0.995771	
Q8EZE5	OTHER	0.001410	0.998590	
Q8EZE7	OTHER	0.000378	0.999622	
Q8EZF1	OTHER	0.001058	0.998942	
Q8EZF4	OTHER	0.000668	0.999332	
Q8EZF5	OTHER	0.000375	0.999625	
Q8EZF6	OTHER	0.000760	0.999240	
Q8EZF7	OTHER	0.000322	0.999678	
Q8EZG1	OTHER	0.000471	0.999529	
Q8EZG2	OTHER	0.006042	0.993958	
Q8EZG4	OTHER	0.000762	0.999238	
Q8EZH0	OTHER	0.001064	0.998936	
Q8EZH1	OTHER	0.001822	0.998178	
Q8EZH2	SP(Sec/SPI)	0.960214	0.039786	CS pos: 20-21. INC-IN. Pr: 0.4343
Q8EZH4	OTHER	0.001006	0.998994	
Q8EZH6	OTHER	0.140924	0.859076	
Q8EZH7	OTHER	0.000684	0.999316	
Q8EZI0	OTHER	0.022536	0.977464	
Q8EZI1	OTHER	0.235734	0.764266	
Q8EZI2	OTHER	0.046051	0.953949	
Q8EZI3	SP(Sec/SPI)	0.608836	0.391164	CS pos: 33-34. LFA-QE. Pr: 0.4677
Q8EZI4	OTHER	0.001538	0.998462	
Q8EZI6	SP(Sec/SPI)	0.798490	0.201510	CS pos: 22-23. INA-CT. Pr: 0.4059
Q8EZJ1	OTHER	0.005060	0.994940	
Q8EZJ2	OTHER	0.000757	0.999243	
Q8EZJ6	OTHER	0.001357	0.998643	
Q8EZJ7	OTHER	0.012402	0.987598	
Q8EZJ8	OTHER	0.000839	0.999161	
Q8EZJ9	OTHER	0.001175	0.998825	
Q8EZK0	SP(Sec/SPI)	0.611953	0.388047	CS pos: 33-34. MTA-ET. Pr: 0.2818
Q8EZK2	OTHER	0.001210	0.998790	
Q8EZK4	OTHER	0.143207	0.856793	
Q8EZK5	SP(Sec/SPI)	0.687382	0.312618	CS pos: 25-26. SSA-CY. Pr: 0.5567
Q8EZK7	OTHER	0.196355	0.803645	
Q8EZK8	OTHER	0.000561	0.999439	
Q8EZL0	SP(Sec/SPI)	0.990917	0.009083	CS pos: 21-22. TFA-ET. Pr: 0.9255
Q8EZL4	SP(Sec/SPI)	0.997991	0.002009	CS pos: 19-20. LQA-EP. Pr: 0.8386
Q8EZL5	SP(Sec/SPI)	0.999133	0.000867	CS pos: 19-20. AFA-QN. Pr: 0.9177
Q8EZL9	SP(Sec/SPI)	0.919651	0.080349	CS pos: 17-18. CSP-IG. Pr: 0.2070
Q8EZM0	OTHER	0.001967	0.998033	
Q8EZM3	SP(Sec/SPI)	0.890243	0.109757	CS pos: 23-24. LFA-VS. Pr: 0.3961
Q8EZM4	OTHER	0.000758	0.999242	
Q8EZM5	OTHER	0.000974	0.999026	
Q8EZM7	OTHER	0.001254	0.998746	
Q8EZN2	OTHER	0.000974	0.999026	
Q8EZN4	OTHER	0.000662	0.999338	
Q8EZN6	SP(Sec/SPI)	0.727552	0.272448	CS pos: 24-25. TLS-AQ. Pr: 0.2624
Q8EZN8	OTHER	0.001414	0.998586	
Q8EZP0	OTHER	0.000142	0.999858	
Q8EZP3	OTHER	0.001781	0.998219	
Q8EZP5	OTHER	0.002038	0.997962	
Q8EZP7	OTHER	0.001084	0.998916	
Q8EZP9	OTHER	0.000483	0.999517	
Q8EZQ0	OTHER	0.000412	0.999588	
Q8EZQ4	OTHER	0.000745	0.999255	
Q8EZQ5	OTHER	0.000403	0.999597	
Q8EZQ6	OTHER	0.000186	0.999814	
Q8EZQ7	OTHER	0.000547	0.999453	
Q8EZQ8	OTHER	0.000812	0.999188	
Q8EZQ9	OTHER	0.000380	0.999620	
Q8EZR2	OTHER	0.000731	0.999269	
Q8EZR3	OTHER	0.000481	0.999519	
Q8EZR4	OTHER	0.000865	0.999135	
Q8EZS0	SP(Sec/SPI)	0.987905	0.012095	CS pos: 19-20. INC-YN. Pr: 0.8867
Q8EZS1	OTHER	0.028689	0.971311	
Q8EZS2	OTHER	0.001466	0.998534	
Q8EZS3	SP(Sec/SPI)	0.932283	0.067717	CS pos: 20-21. CMS-WP. Pr: 0.6456
Q8EZS6	OTHER	0.000603	0.999397	
Q8EZS7	OTHER	0.000203	0.999797	
Q8EZT1	SP(Sec/SPI)	0.815190	0.184810	CS pos: 19-20. VFG-CF. Pr: 0.3602
Q8EZT2	OTHER	0.000599	0.999401	
Q8EZT6	OTHER	0.000993	0.999007	
Q8EZT9	OTHER	0.225160	0.774840	
Q8EZU3	OTHER	0.000592	0.999408	
Q8EZU5	OTHER	0.000698	0.999302	
Q8EZU8	OTHER	0.078878	0.921122	
Q8EZU9	OTHER	0.290107	0.709893	
Q8EZV0	OTHER	0.007129	0.992871	
Q8EZV2	OTHER	0.000691	0.999309	
Q8EZV3	OTHER	0.000716	0.999284	
Q8EZV6	OTHER	0.000273	0.999727	
Q8EZV7	OTHER	0.000353	0.999647	
Q8EZV9	OTHER	0.000420	0.999580	
Q8EZW0	OTHER	0.000295	0.999705	
Q8EZW1	OTHER	0.016772	0.983228	
Q8EZW2	OTHER	0.006283	0.993717	
Q8EZW3	OTHER	0.039070	0.960930	
Q8EZW4	OTHER	0.010054	0.989946	
Q8EZW5	SP(Sec/SPI)	0.958005	0.041995	CS pos: 28-29. SDC-GP. Pr: 0.7450
