SEQENCE ID                     TM SP PREDICTION
Q8EZ82                          0  0 o
Q8EZ83                          0  0 o
Q8EZ84                          0  0 i
Q8EZ85                         16  0 i32-53o59-78i99-118o130-149i161-184o196-214i226-249o279-298i310-329o344-370i382-404o410-427i439-458o464-483i504-523o557-581i
Q8EZ86                          2  0 i191-213o225-245i
Q8EZ90                          0  0 o
Q8EZ94                          4  0 o6-28i40-64o70-87i107-131o
Q8EZ95                          0  Y n7-18c22/23o
Q8EZ96                          0  0 o
Q8EZ99                          0  0 o
Q8EZA0                          0  0 o
Q8EZA1                          0  0 o
Q8EZA3                          0  0 o
Q8EZA5                          0  0 o
Q8EZA6                          0  0 o
Q8EZA8                          0  Y n4-14c19/20o
Q8EZA9                          0  Y n5-16c34/35o
Q8EZB1                          0  Y n3-18c23/24o
Q8EZB2                          0  0 o
Q8EZB3                          0  0 o
Q8EZB5                          0  0 o
Q8EZB7                          0  Y n8-19c24/25o
Q8EZB8                          4  0 o6-29i58-81o101-124i136-158o
Q8EZB9                          0  0 o
Q8EZC0                          0  0 o
Q8EZC1                          0  0 i
Q8EZC2                          1  0 o6-26i
Q8EZC6                          0  0 o
Q8EZC7                          0  0 o
Q8EZC8                         12  0 i12-33o338-355i362-383o389-412i433-453o465-486i553-572o887-906i913-933o939-964i985-1004o1016-1041i
Q8EZD0                          0  0 o
Q8EZD1                          4  Y n6-17c22/23o51-70i153-173o185-206i227-243o
Q8EZD2                          0  Y n7-16c21/22o
Q8EZD7                          0  0 o
Q8EZD8                          0  0 o
Q8EZD9                          7  0 o6-23i35-53o65-83i103-120o132-152i164-183o195-214i
Q8EZE1                          0  Y n16-26c31/32o
Q8EZE2                          0  Y n9-20c25/26o
Q8EZE3                          0  0 i
Q8EZE4                          0  0 o
Q8EZE5                          0  0 o
Q8EZE7                          0  0 o
Q8EZF1                          0  0 o
Q8EZF4                          0  0 o
Q8EZF5                          0  0 o
Q8EZF6                          1  0 o248-271i
Q8EZF7                          1  0 i12-28o
Q8EZG1                          0  0 o
Q8EZG2                          0  0 o
Q8EZG4                          0  0 o
Q8EZH0                          0  0 o
Q8EZH1                          0  0 i
Q8EZH2                          0  Y n7-18c23/24o
Q8EZH4                          0  0 o
Q8EZH6                          0  Y n4-15c20/21o
Q8EZH7                          0  0 i
Q8EZI0                          5  0 i36-56o68-89i109-127o133-150i171-190o
Q8EZI1                          0  Y n6-24c29/30o
Q8EZI2                         13  0 o13-33i331-353o359-379i391-410o430-450i462-487o507-524i531-553o866-885i892-912o918-939i968-987o999-1022i
Q8EZI3                          0  Y n14-25c33/34o
Q8EZI4                          0  0 o
Q8EZI6                          0  Y n7-18c22/23o
Q8EZJ1                          1  0 o16-35i
Q8EZJ2                          0  0 o
Q8EZJ6                          0  0 o
Q8EZJ7                          0  0 o
Q8EZJ8                          0  0 i
Q8EZJ9                          4  0 i12-29o49-70i77-94o106-123i
Q8EZK0                          0  Y n18-28c33/34o
Q8EZK2                          0  0 o
Q8EZK4                          1  0 i7-28o
Q8EZK5                          0  Y n12-23c28/29o
Q8EZK7                         13  0 i12-29o340-358i365-386o392-412i433-459o465-484i542-572o592-612i908-928o934-957i964-985o1013-1031i1043-1067o
Q8EZK8                          0  0 o
Q8EZL0                          6  Y n6-17c21/22o180-198i205-224o244-261i273-291o297-316i328-345o
Q8EZL4                          0  Y n6-14c19/20o
Q8EZL5                          0  Y n4-14c19/20o
Q8EZL9                          0  Y n4-12c17/18o
Q8EZM0                          0  0 o
Q8EZM3                          0  Y n6-16c23/24o
Q8EZM4                          0  0 o
Q8EZM5                          2  0 o6-25i103-120o
Q8EZM7                          0  0 o
Q8EZN2                          0  0 o
Q8EZN4                          0  0 o
Q8EZN6                          0  Y n10-19c24/25o
Q8EZN8                          0  0 o
Q8EZP0                          0  0 o
Q8EZP3                          2  0 o473-490i629-647o
Q8EZP5                          0  0 o
Q8EZP7                          0  0 o
Q8EZP9                          0  0 o
Q8EZQ0                          0  0 o
Q8EZQ4                          0  0 o
Q8EZQ5                          0  0 o
Q8EZQ6                          0  0 o
Q8EZQ7                          0  0 o
Q8EZQ8                         10  0 i19-36o42-68i80-98o118-148i160-178o198-215i235-252o272-290i297-315o335-354i
Q8EZQ9                          0  0 o
Q8EZR2                          0  0 o
Q8EZR3                          0  0 o
Q8EZR4                          0  0 o
Q8EZS0                          0  Y n6-14c19/20o
Q8EZS1                          0  Y n2-9c17/18o
Q8EZS2                          0  0 o
Q8EZS3                          0  Y n4-15c33/34o
Q8EZS6                          0  0 o
Q8EZS7                          1  0 o20-40i
Q8EZT1                          0  Y n8-15c19/20o
Q8EZT2                          0  0 o
Q8EZT6                          0  0 o
Q8EZT9                          3  Y n4-15c21/22o37-62i74-97o117-140i
Q8EZU3                          0  0 o
Q8EZU5                          0  0 o
Q8EZU8                          9  0 i7-27o105-124i144-164o196-214i226-246o285-303i310-329o341-365i398-418o
Q8EZU9                          9  0 i9-27o104-124i136-160o180-206i226-244o287-305i314-333o339-358i370-392o
Q8EZV0                         11  0 i16-34o54-71i83-104o110-128i140-173o193-217i229-251o288-307i319-335o347-363i375-392o
Q8EZV2                          0  0 o
Q8EZV3                          0  0 o
Q8EZV6                          0  0 o
Q8EZV7                          1  0 o336-356i
Q8EZV9                          5  0 i50-72o92-115i136-157o169-189i210-228o
Q8EZW0                          2  0 o6-25i32-52o
Q8EZW1                         11  0 o6-21i33-54o60-81i93-111o123-142i179-197o488-507i514-534o540-558i570-591o603-623i
Q8EZW2                          0  0 o
Q8EZW3                         12  0 i12-30o333-355i362-382o388-412i433-454o466-491i534-552o861-878i885-907o913-936i957-978o990-1017i
Q8EZW4                          0  Y n13-28c32/33o
Q8EZW5                          0  Y n12-23c28/29o
Q8EZW6                          1  0 o6-25i
Q8EZW7                          1  0 i12-30o
Q8EZW8                          0  Y n8-19c25/26o
Q8EZX0                          0  Y n7-18c23/24o
Q8EZX1                          0  Y n4-14c19/20o
Q8EZX2                          0  Y n8-19c23/24o
Q8EZX4                          1  0 o6-24i
Q8EZX5                          0  Y n7-17c24/25o
Q8EZX6                          1  0 i15-34o
Q8EZX7                          0  Y n6-17c22/23o
Q8EZX8                          0  0 o
Q8EZX9                          0  Y n5-16c22/23o
Q8EZY1                          0  0 o
Q8EZY2                          0  0 o
Q8EZY3                          1  0 o12-29i
Q8EZY5                          1  0 o30-49i
Q8EZY8                          0  0 o
Q8EZY9                         11  0 i21-41o258-277i310-332o352-372i402-418o424-447i478-498o720-741i753-770o776-796i808-828o
Q8EZZ0                          0  Y n7-20c25/26o
Q8EZZ1                          0  0 o
Q8EZZ2                          0  0 o
Q8EZZ8                          0  0 o
Q8F000                          0  0 o
Q8F001                          1  0 i141-157o
Q8F004                          0  Y n11-24c29/30o
Q8F007                          0  0 o
Q8F009                          0  0 o
Q8F012                          0  Y n3-14c19/20o
Q8F013                          0  0 o
Q8F016                          1  0 i12-31o
Q8F017                          0  0 i
Q8F018                          0  0 o
Q8F020                          0  0 i
Q8F021                          0  0 o
Q8F022                          1  0 i36-55o
Q8F025                          0  Y n8-19c23/24o
Q8F028                          0  Y n40-50c54/55o
Q8F032                          0  0 o
Q8F034                          1  0 i5-23o
Q8F036                          0  0 o
Q8F037                          0  0 o
Q8F038                          0  0 o
Q8F040                          0  0 o
Q8F044                          1  0 o16-35i
Q8F045                          0  0 o
Q8F046                          1  0 i43-62o
Q8F048                          0  Y n5-13c18/19o
Q8F049                          0  Y n7-18c23/24o
Q8F051                          1  0 i7-23o
Q8F053                          0  0 o
Q8F055                          1  0 o25-44i
Q8F056                          0  0 o
Q8F057                          0  0 o
Q8F058                          0  0 o
Q8F060                          1  0 i83-103o
Q8F061                          0  0 o
Q8F065                          1  0 o92-110i
Q8F067                          0  0 o
Q8F069                          0  0 o
Q8F072                          0  0 o
Q8F073                          0  0 o
Q8F076                          0  0 o
Q8F077                          1  0 o248-271i
Q8F078                          0  0 o
Q8F079                          0  Y n9-20c28/29o
Q8F080                          0  0 o
Q8F081                          1  0 i40-57o
Q8F082                          8  0 i12-34o197-215i222-239o259-276i283-301o313-333i345-365o371-390i
Q8F084                          0  0 i
Q8F085                          0  Y n19-28c33/34o
Q8F086                          0  0 i
Q8F087                          8  0 i7-26o202-223i235-259o271-292i299-316o328-345i357-376o388-404i
Q8F088                          0  Y n8-16c21/22o
Q8F089                          0  0 o
Q8F090                          0  0 o
Q8F093                          0  Y n4-15c20/21o
Q8F094                          1  0 o6-27i
Q8F096                          0  0 o
Q8F098                          0  0 o
Q8F099                          0  0 o
Q8F0A2                          0  0 o
Q8F0A9                          0  0 o
Q8F0B0                          4  0 i7-27o39-57i64-82o94-113i
Q8F0B2                          1  0 i73-89o
Q8F0B3                          0  0 o
Q8F0B4                          9  0 i20-41o61-84i91-107o119-144i164-183o203-229i241-258o264-284i356-377o
Q8F0B5                          0  0 o
Q8F0B6                          0  0 o
Q8F0B7                          0  0 o
Q8F0B8                          0  0 i
Q8F0B9                          3  0 o6-25i148-168o180-203i
Q8F0C0                          1  0 o17-36i
Q8F0C4                          0  0 o
Q8F0C5                          0  Y n8-19c23/24o
Q8F0D2                          0  0 o
Q8F0D3                          0  0 o
Q8F0D4                          0  0 o
Q8F0D6                          0  0 o
Q8F0D7                          0  0 i
Q8F0D8                          0  0 o
Q8F0E3                          0  0 o
Q8F0E8                          5  0 i16-37o43-63i75-96o102-126i133-149o
Q8F0E9                          1  0 o157-178i
Q8F0F0                          0  0 i
Q8F0F1                          3  Y n4-15c20/21o36-56i63-84o96-114i
Q8F0F2                          0  Y n12-23c30/31o
Q8F0F4                         14  0 i14-38o50-70i82-99o105-128i140-160o166-187i199-219o231-248i269-291o303-326i333-353o359-385i406-423o477-498i
Q8F0F5                          0  0 i
Q8F0F6                          0  Y n14-25c33/34o
Q8F0F7                          0  0 o
Q8F0F8                          0  Y n7-20c28/29o
Q8F0F9                          0  0 o
Q8F0G0                          0  0 o
Q8F0G1                          4  0 i9-30o45-63i75-92o98-117i
Q8F0G2                          0  0 o
Q8F0G4                          0  0 o
Q8F0G5                          0  0 o
Q8F0G6                          0  0 o
Q8F0G9                          0  0 i
Q8F0H0                          0  0 o
Q8F0H1                          0  Y n23-33c39/40o
Q8F0H2                          1  0 i36-60o
Q8F0H6                          0  0 o
Q8F0H7                          6  0 i12-40o52-72i93-123o129-150i162-180o200-218i
Q8F0H9                          0  0 o
Q8F0I5                          0  Y n5-15c21/22o
Q8F0I6                          0  Y n7-18c22/23o
Q8F0I7                          1  Y n2-10c17/18o166-190i
Q8F0I8                          0  0 o
Q8F0I9                          0  0 o
Q8F0J2                          0  Y n38-48c52/53o
Q8F0J3                          1  0 i12-32o
Q8F0J4                          4  0 o6-28i61-81o87-104i116-134o
Q8F0J5                          0  0 o
Q8F0J6                          0  0 o
Q8F0J9                          0  0 o
Q8F0K1                          0  Y n6-16c24/25o
Q8F0K2                          1  0 o15-33i
Q8F0K3                          0  Y n6-13c18/19o
Q8F0K4                          0  0 o
Q8F0K7                          0  0 o
Q8F0K8                          0  0 o
Q8F0K9                          0  0 o
Q8F0L0                          0  0 o
Q8F0L1                          0  0 i
Q8F0L2                          1  0 o6-25i
Q8F0L3                          0  Y n9-19c24/25o
Q8F0L4                          1  0 i12-30o
Q8F0L5                          0  0 o
Q8F0L6                          0  Y n5-14c18/19o
Q8F0L7                          0  Y n4-13c17/18o
Q8F0L8                          0  Y n9-20c25/26o
Q8F0L9                          0  Y n11-22c27/28o
Q8F0M0                          0  0 o
Q8F0M1                          0  Y n20-31c36/37o
Q8F0M2                          0  Y n25-36c41/42o
Q8F0M3                          0  Y n10-20c25/26o
Q8F0M4                          0  Y n10-21c29/30o
Q8F0M6                          1  0 i12-29o
Q8F0M9                          3  Y n8-16c21/22o31-50i62-80o92-110i
Q8F0N0                          0  0 o
Q8F0N1                          0  0 o
Q8F0N4                          0  0 o
Q8F0N6                          0  Y n4-12c17/18o
Q8F0N7                          6  0 o6-28i37-59o84-104i133-154o166-189i216-237o
Q8F0N9                          0  0 o
Q8F0P1                          7  0 o6-25i37-56o62-84i96-120o132-159i171-193o199-218i
Q8F0P2                          7  0 o6-23i35-55o67-87i108-135o155-177i189-207o219-241i
Q8F0P4                          0  Y n6-16c23/24o
Q8F0P5                          1  0 o6-26i
Q8F0P8                          0  Y n19-30c35/36o
Q8F0Q2                          0  Y n24-35c41/42o
Q8F0Q4                          4  0 i47-64o84-100i107-126o146-165i
Q8F0Q5                          0  0 o
Q8F0Q6                          0  0 o
Q8F0Q9                          1  0 o55-82i
Q8F0R0                          1  0 i96-113o
Q8F0R2                          0  0 o
Q8F0S6                          0  0 o
Q8F0S7                          0  0 o
Q8F0T1                          0  Y n4-15c20/21o
Q8F0T5                          0  0 o
Q8F0T6                          0  Y n4-14c18/19o
Q8F0T8                          0  Y n6-17c22/23o
Q8F0T9                          1  0 i21-40o
Q8F0U0                          1  0 i28-45o
Q8F0U1                          1  0 i82-101o
Q8F0U2                          0  0 o
Q8F0U3                          0  0 o
Q8F0U4                          0  Y n8-21c26/27o
Q8F0U7                          0  Y n4-14c18/19o
Q8F0V0                          0  0 o
Q8F0V1                          4  0 o22-42i49-72o78-107i250-272o
Q8F0V3                          0  Y n4-15c20/21o
Q8F0V4                          1  Y n3-11c16/17o49-70i
Q8F0V6                          0  0 i
Q8F0V8                          0  0 i
Q8F0W1                          0  Y n6-17c22/23o
Q8F0W2                          0  Y n12-24c29/30o
Q8F0W4                          0  0 i
Q8F0W9                          0  0 o
Q8F0X0                          9  0 o28-49i61-83o113-140i152-173o179-201i213-230o250-272i293-313o319-338i
Q8F0X1                          0  Y n19-30c34/35o
Q8F0X2                          0  Y n5-16c21/22o
Q8F0X3                          0  Y n4-15c19/20o
Q8F0X4                          0  Y n4-16c21/22o
Q8F0X5                          0  0 o
Q8F0X8                          0  0 o
Q8F0X9                          0  0 o
Q8F0Y0                          0  0 o
Q8F0Y1                          0  0 o
Q8F0Y3                          0  0 o
Q8F0Y5                          0  0 o
Q8F0Y7                          1  0 o27-45i
Q8F0Y8                          1  0 o6-26i
Q8F0Y9                          1  Y n8-20c28/29o142-162i
Q8F0Z1                          0  Y n5-16c24/25o
Q8F0Z4                          2  0 o6-30i42-60o
Q8F0Z6                          2  Y n3-14c18/19o28-47i59-88o
Q8F0Z8                          0  0 o
Q8F100                          0  0 i
Q8F101                          0  Y n4-15c19/20o
Q8F103                          2  0 o6-24i180-204o
Q8F104                          0  0 o
Q8F106                          0  Y n8-18c24/25o
Q8F107                          3  Y n7-18c36/37o1936-1957i1969-1987o2282-2300i
Q8F108                          0  0 o
Q8F109                          0  0 o
Q8F110                          2  0 i25-46o133-154i
Q8F112                          2  0 o6-26i159-177o
Q8F114                          0  Y n7-14c19/20o
Q8F115                          0  0 o
Q8F116                          0  Y n13-24c29/30o
Q8F117                          1  0 i7-24o
Q8F118                          0  Y n13-24c29/30o
Q8F119                          0  Y n13-24c29/30o
Q8F120                          0  0 o
Q8F122                          0  Y n4-12c17/18o
Q8F123                          0  0 o
Q8F124                          0  0 o
Q8F125                          0  Y n4-13c18/19o
Q8F135                          0  Y n12-23c28/29o
Q8F137                          0  0 o
Q8F138                          0  0 i
Q8F147                          3  Y n5-16c34/35o93-117i512-535o547-568i
Q8F151                          0  Y n8-16c23/24o
Q8F152                          6  0 i12-35o41-60i72-90o455-474i481-502o508-531i
Q8F154                          0  0 o
Q8F155                          0  0 o
Q8F156                          0  0 o
Q8F160                          0  Y n4-12c20/21o
Q8F161                          0  0 o
Q8F162                          0  0 o
Q8F163                          0  0 o
Q8F164                          0  Y n10-21c26/27o
Q8F166                          0  Y n7-18c23/24o
Q8F167                          0  0 o
Q8F170                          0  0 o
Q8F171                         10  0 i39-63o75-104i116-136o167-191i224-243o263-283i304-325o345-363i370-391o411-432i
Q8F172                          2  0 i68-87o107-131i
Q8F173                          0  Y n6-16c21/22o
Q8F174                         10  0 i21-40o55-79i100-120o140-165i186-206o218-241i262-283o303-321i333-351o363-383i
Q8F175                          0  Y n7-18c25/26o
Q8F177                          0  Y n15-23c28/29o
Q8F179                          0  Y n22-32c40/41o
Q8F182                          0  0 o
Q8F184                          0  0 o
Q8F185                          0  0 o
Q8F187                          0  0 o
Q8F188                          0  0 o
Q8F189                          1  0 i27-45o
Q8F190                          0  Y n20-30c35/36o
Q8F191                          1  0 i21-37o
Q8F193                          0  0 o
Q8F194                          0  Y n5-16c21/22o
Q8F195                          1  0 i41-63o
Q8F196                          0  Y n10-21c26/27o
Q8F197                          1  Y n6-17c22/23o87-103i
Q8F1A1                          1  0 o16-39i
Q8F1A3                          1  0 i12-31o
Q8F1A5                          0  0 i
Q8F1A6                          5  0 o20-40i52-71o91-111i123-146o152-175i
Q8F1A9                          0  0 o
Q8F1B2                          0  0 o
Q8F1B6                          2  0 o27-44i56-73o
Q8F1B7                          0  0 o
Q8F1B9                          0  0 o
Q8F1C0                          1  0 o163-182i
Q8F1C1                          0  0 i
Q8F1C2                          0  0 o
Q8F1C3                          0  0 o
Q8F1C6                          0  Y n6-17c21/22o
Q8F1C7                          0  0 o
Q8F1D0                          0  0 o
Q8F1D2                          0  0 o
Q8F1D3                          0  0 i
Q8F1D5                          0  0 o
Q8F1D6                          0  0 o
Q8F1D7                          0  0 o
Q8F1D8                          0  0 o
Q8F1E0                          0  0 o
Q8F1E1                          1  0 o248-271i
Q8F1E3                          0  0 o
Q8F1E4                          0  0 o
Q8F1E5                          0  0 o
Q8F1E7                          0  0 o
Q8F1E9                          0  0 o
Q8F1F0                          0  0 o
Q8F1F6                          0  0 o
Q8F1F7                          0  0 o
Q8F1F9                          4  0 i12-35o47-67i79-97o103-123i
Q8F1G1                          0  0 o
Q8F1G3                          0  0 o
Q8F1G4                          0  0 o
Q8F1G6                          0  0 o
Q8F1G8                          1  0 o24-45i
Q8F1G9                          1  0 i7-29o
Q8F1H1                          1  0 o25-42i
Q8F1H3                          0  0 i
Q8F1H4                          0  0 o
Q8F1H7                          0  0 o
Q8F1H9                          0  0 o
Q8F1I0                          1  0 i195-213o
Q8F1I3                          0  0 o
Q8F1I5                          0  Y n4-14c18/19o
Q8F1I6                          1  0 i7-26o
Q8F1I7                          0  0 o
Q8F1I8                          0  0 o
Q8F1I9                          3  Y n5-15c19/20o43-64i76-97o103-124i
Q8F1J0                          0  Y n5-13c17/18o
Q8F1J1                          0  0 o
Q8F1J8                          0  0 o
Q8F1K0                          1  0 o383-400i
Q8F1K2                          7  0 o26-44i56-74o94-114i123-141o147-171i183-201o207-225i
Q8F1K7                          0  0 o
Q8F1L2                          9  0 o12-31i43-62o68-86i98-117o129-146i158-180o192-211i223-243o249-267i
Q8F1L4                          1  0 i33-51o
Q8F1L5                          1  0 i7-27o
Q8F1L6                          0  0 o
Q8F1L8                          0  0 o
Q8F1L9                          0  Y n8-16c21/22o
Q8F1M0                          1  0 i858-878o
Q8F1M4                          0  0 o
Q8F1M7                          0  0 o
Q8F1M8                          0  0 o
Q8F1M9                          0  0 o
Q8F1N0                          0  0 o
Q8F1N1                          0  0 i
Q8F1N2                          0  0 o
Q8F1N3                          0  0 i
Q8F1N5                          0  Y n8-19c24/25o
Q8F1N6                          0  0 o
Q8F1N8                          0  Y n6-14c19/20o
Q8F1N9                          0  0 o
Q8F1P0                          0  Y n10-20c25/26o
Q8F1P4                          0  0 o
Q8F1P5                          0  Y n4-17c21/22o
Q8F1P6                          0  0 o
Q8F1Q0                          0  0 o
Q8F1Q1                          5  0 o12-40i63-83o98-120i147-171o177-199i
Q8F1Q2                          0  Y n7-17c22/23o
Q8F1Q3                          0  Y n12-23c28/29o
Q8F1Q4                          1  0 i21-41o
Q8F1Q6                          0  0 o
Q8F1Q7                         13  0 i7-26o76-92i104-122o128-145i157-176o196-226i247-268o280-298i310-328o373-393i405-424o436-455i462-482o
Q8F1Q8                          2  0 i243-261o273-298i
Q8F1Q9                          0  0 o
Q8F1R0                          1  0 i12-29o
Q8F1R1                          0  Y n6-17c21/22o
Q8F1R3                          0  Y n4-15c20/21o
Q8F1R6                          0  0 i
Q8F1R7                          0  0 i
Q8F1R8                          0  0 o
Q8F1R9                          0  0 o
Q8F1S2                          0  0 i
Q8F1S3                          0  Y n5-14c19/20o
Q8F1S4                          1  0 i21-44o
Q8F1S5                          1  0 i7-24o
Q8F1S6                          1  0 o379-400i
Q8F1S8                          0  Y n27-37c41/42o
Q8F1S9                          4  0 i12-29o41-61i82-101o113-133i
Q8F1T1                          0  0 o
Q8F1T3                          0  0 o
Q8F1T6                          0  0 o
Q8F1T9                          1  0 i31-50o
Q8F1U2                          0  0 o
Q8F1U5                          0  0 o
Q8F1U7                          0  Y n32-41c46/47o
Q8F1U9                          0  0 o
Q8F1V0                          0  0 o
Q8F1V2                          0  0 i
Q8F1V3                          0  0 o
Q8F1V4                          0  0 o
Q8F1V6                          0  0 o
Q8F1V8                          0  0 o
Q8F1V9                          0  0 o
Q8F1W0                          7  0 o12-31i213-242o248-266i287-313o319-338i350-374o380-397i
Q8F1W1                          0  Y n9-19c23/24o
Q8F1W2                          0  0 i
Q8F1W3                          0  0 o
Q8F1W6                          7  0 i52-70o76-99i111-132o144-163i175-194o200-223i244-262o
Q8F1X3                          0  0 o
Q8F1X5                          1  0 o59-86i
Q8F1X9                          0  0 o
Q8F1Y0                          0  0 o
Q8F1Y1                          0  Y n5-23c28/29o
Q8F1Y2                          0  0 o
Q8F1Y3                          0  0 o
Q8F1Y5                          0  Y n10-21c26/27o
Q8F1Y6                          1  0 i7-25o
Q8F1Z1                          5  0 i20-40o52-69i166-184o190-208i220-239o
Q8F1Z2                          0  0 o
Q8F1Z4                          0  0 o
Q8F1Z5                         10  0 i21-40o241-267i287-312o338-358i387-408o414-441i470-488o702-722i743-773o793-814i
Q8F1Z6                          0  0 o
Q8F1Z8                          0  Y n5-16c22/23o
Q8F200                          0  Y n14-25c30/31o
Q8F202                          0  Y n5-18c22/23o
Q8F203                          0  Y n6-17c24/25o
Q8F205                          0  Y n5-16c21/22o
Q8F206                          0  Y n3-14c21/22o
Q8F207                          0  0 o
Q8F208                         13  0 i12-34o40-71i115-138o158-177i189-212o263-281i309-328o334-353i365-386o444-465i477-494o500-517i538-556o
Q8F209                          0  0 o
Q8F210                          6  0 i34-53o65-83i104-122o128-146i153-173o193-212i
Q8F211                          0  0 i
Q8F212                          0  Y n16-25c30/31o
Q8F213                          0  Y n14-25c29/30o
Q8F215                          4  0 i23-40o60-82i89-116o154-174i
Q8F220                          0  Y n19-30c35/36o
Q8F221                          0  0 o
Q8F223                          0  0 o
Q8F224                          9  0 o30-57i64-84o104-123i130-150o156-177i197-215o227-243i264-282o294-313i
Q8F225                         12  0 i28-48o60-83i104-124o130-148i155-175o187-210i230-248o268-290i311-331o351-370i377-395o407-426i
Q8F226                          1  0 i64-82o
Q8F227                          0  0 o
Q8F228                          0  Y n8-19c24/25o
Q8F229                          0  Y n3-11c16/17o
Q8F230                          0  0 o
Q8F231                          1  0 i7-29o
Q8F233                          0  Y n6-18c23/24o
Q8F234                          1  0 o12-28i
Q8F235                          1  0 i9-30o
Q8F236                          0  Y n3-14c20/21o
Q8F237                          0  Y n7-18c23/24o
Q8F241                          0  Y n8-18c23/24o
Q8F243                         10  0 o28-52i64-82o156-181i193-212o232-255i267-285o305-325i332-351o357-376i388-405o
Q8F254                          0  0 o
Q8F255                          0  0 o
Q8F256                          0  0 o
Q8F257                          0  0 o
Q8F258                          0  Y n7-18c23/24o
Q8F259                          1  0 o517-538i
Q8F260                          0  0 o
Q8F262                          0  0 o
Q8F263                          1  0 o248-271i
Q8F266                          4  0 i5-26o38-61i68-89o101-123i
Q8F267                          0  0 o
Q8F268                          0  0 o
Q8F269                          0  Y n6-13c17/18o
Q8F271                          0  0 o
Q8F275                          0  Y n8-19c23/24o
Q8F276                          0  0 o
Q8F277                          0  0 o
Q8F280                          0  0 o
Q8F282                          0  0 o
Q8F284                          0  Y n10-21c29/30o
Q8F285                         13  Y n5-16c23/24o57-79i91-110o122-141i153-176o188-207i214-229o235-254i274-293o305-324i344-362o377-401i422-441o461-484i
Q8F292                          0  0 o
Q8F293                          0  0 o
Q8F294                          0  0 o
Q8F295                          0  0 o
Q8F296                          0  0 o
Q8F297                          0  0 o
Q8F298                          0  0 o
Q8F299                          1  Y n6-17c21/22o31-50i
Q8F2A0                          0  0 o
Q8F2A1                          6  0 o6-26i33-56o85-110i131-159o165-183i195-214o
Q8F2A3                          1  0 o15-39i
Q8F2A4                          0  0 o
Q8F2A5                          0  0 o
Q8F2A6                          0  0 o
Q8F2A9                          6  0 i47-73o112-133i140-159o179-203i210-230o236-256i
Q8F2B0                          0  0 o
Q8F2B1                          0  0 o
Q8F2B3                          1  0 i12-31o
Q8F2B5                          1  0 i7-25o
Q8F2B6                          0  0 o
Q8F2B7                          0  Y n8-19c24/25o
Q8F2C0                          0  Y n6-14c18/19o
Q8F2C4                          0  0 o
Q8F2C5                          0  0 o
Q8F2C8                          0  0 i
Q8F2D0                          0  0 o
Q8F2D5                          0  0 o
Q8F2D6                          0  0 o
Q8F2D7                          0  0 o
Q8F2D9                          0  0 o
Q8F2E0                          0  0 o
Q8F2E1                          0  0 o
Q8F2E2                          0  0 o
Q8F2E3                          0  0 o
Q8F2E4                          0  0 o
Q8F2E5                          0  0 o
Q8F2E7                          4  0 i5-24o44-62i69-90o96-114i
Q8F2E8                          0  0 o
Q8F2F0                          0  0 o
Q8F2F1                          0  0 o
Q8F2F3                          0  Y n8-19c24/25o
Q8F2F4                          0  Y n10-21c26/27o
Q8F2F5                          0  Y n10-21c26/27o
Q8F2F6                          1  0 o18-36i
Q8F2F8                          1  Y n3-14c18/19o176-199i
Q8F2F9                          0  0 o
Q8F2G0                          0  0 o
Q8F2G3                          0  0 o
Q8F2G8                          0  Y n5-19c28/29o
Q8F2H0                         11  0 i5-20o26-44i56-73o139-160i190-207o213-239i251-269o289-307i319-338o350-372i393-409o
Q8F2H1                          4  0 i27-45o280-305i317-335o341-357i
Q8F2H3                          4  0 o6-31i52-71o91-111i123-145o
Q8F2H4                          0  Y n7-18c25/26o
Q8F2H5                          0  Y n6-17c22/23o
Q8F2I0                          0  0 o
Q8F2I1                          0  0 o
Q8F2I2                          0  0 o
Q8F2I4                          2  0 i42-61o73-93i
Q8F2I5                          3  0 o6-28i48-65o77-96i
Q8F2J7                          0  Y n7-17c22/23o
Q8F2J8                          0  0 o
Q8F2J9                          0  0 o
Q8F2K0                         10  Y n8-18c23/24o47-64i76-101o107-130i150-169o189-211i223-242o326-346i367-388o408-433i445-464o
Q8F2K1                          1  0 i20-43o
Q8F2K4                          0  0 o
Q8F2K6                          0  Y n4-15c19/20o
Q8F2K7                          0  Y n3-11c15/16o
Q8F2K9                          0  0 i
Q8F2L0                          1  0 o405-424i
Q8F2L5                          5  0 o6-24i36-56o76-94i106-128o140-162i
Q8F2L7                         12  0 i12-31o43-61i68-91o111-131i138-156o162-179i186-203o283-301i313-331o408-427i439-461o473-494i
Q8F2L8                          0  0 o
Q8F2M0                          0  0 o
Q8F2M3                          0  Y n9-20c26/27o
Q8F2M8                          0  0 o
Q8F2M9                          0  Y n12-20c25/26o
Q8F2N0                          0  0 o
Q8F2N1                          0  Y n4-14c20/21o
Q8F2N2                          1  0 i21-50o
Q8F2N3                          0  0 o
Q8F2N4                          0  0 o
Q8F2N8                          0  0 i
Q8F2N9                          1  0 o78-96i
Q8F2P0                          0  Y n5-15c20/21o
Q8F2P1                          0  0 o
Q8F2P2                          0  0 o
Q8F2P4                          3  0 o6-27i39-59o65-84i
Q8F2P5                          0  0 o
Q8F2P6                          0  Y n8-17c21/22o
Q8F2P8                          0  0 i
